0 50.000000 20.000000
50 50.084335 20.000018
100 50.210280 19.999385
150 50.334449 19.997696
200 50.467683 19.995933
250 50.603871 19.993941
300 50.749823 19.991526
350 50.897942 19.989030
400 51.051138 19.986478
450 51.206759 19.983743
500 51.364409 19.981035
550 51.526221 19.978301
600 51.690172 19.975445
650 51.856582 19.972653
700 52.024739 19.969917
750 52.194397 19.967182
800 52.365639 19.964517
850 52.538891 19.961889
900 52.713412 19.959225
950 52.889202 19.956691
1000 53.066047 19.954224
1050 53.243695 19.951804
1100 53.422583 19.949476
1150 53.602538 19.947179
1200 53.783268 19.944898
1250 53.964791 19.942762
1300 54.146912 19.940691
1350 54.329697 19.938662
1400 54.513326 19.936742
1450 54.697598 19.934822
1500 54.882409 19.932978
1550 55.067743 19.931258
1600 55.253490 19.929579
1650 55.439815 19.927968
1700 55.626728 19.926435
1750 55.814062 19.924905
1800 56.001818 19.923480
1850 56.189934 19.922165
1900 56.378419 19.920854
1950 56.567389 19.919642
2000 56.756770 19.918467
2050 56.946482 19.917317
2100 57.136528 19.916301
2150 57.326856 19.915321
2200 57.517540 19.914383
2250 57.708617 19.913528
2300 57.899999 19.912691
2350 58.091668 19.911913
2400 58.283604 19.911246
2450 58.475794 19.910594
2500 58.668322 19.909997
2550 58.861161 19.909473
2600 59.054251 19.908948
2650 59.247593 19.908530
2700 59.441148 19.908170
2750 59.634966 19.907822
2800 59.829084 19.907554
2850 60.023448 19.907315
2900 60.218039 19.907119
2950 60.412834 19.907007
3000 60.607832 19.906930
3050 60.803090 19.906880
3100 60.998602 19.906904
3150 61.194322 19.906955
3200 61.390237 19.907044
3250 61.586327 19.907222
3300 61.782627 19.907405
3350 61.979169 19.907644
3400 62.175845 19.907941
3450 62.371166 19.908155
3500 62.561377 19.908440
3550 62.749999 19.909050
3600 62.942252 19.909522
3650 63.136611 19.909932
3700 63.331972 19.910680
3750 63.527753 19.911302
3800 63.723951 19.911878
3850 63.920672 19.912573
3900 64.117755 19.913283
3950 64.315269 19.914035
4000 64.513055 19.914862
4050 64.710918 19.915798
4100 64.909294 19.916532
4150 65.107843 19.917440
4200 65.306529 19.918528
4250 65.505752 19.919377
4300 65.704997 19.920388
4350 65.904230 19.921677
4400 66.104027 19.922589
4450 66.304047 19.923549
4500 66.503868 19.925042
4550 66.704108 19.926202
4600 66.904771 19.927146
4650 67.105202 19.928634
4700 67.305729 19.930090
4750 67.506841 19.931154
4800 67.708061 19.932476
4850 67.909028 19.934118
4900 68.110242 19.935597
4950 68.311954 19.936865
5000 68.513668 19.938275
5050 68.715180 19.940035
5100 68.916970 19.941697
5150 69.119215 19.943029
5200 69.321412 19.944610
5250 69.523391 19.946529
5300 69.725645 19.948222
5350 69.928342 19.949731
5400 70.131042 19.951436
5450 70.333505 19.953396
5500 70.536102 19.955344
5550 70.739148 19.956975
5600 70.942322 19.958643
5650 71.145270 19.960749
5700 71.348218 19.962870
5750 71.551527 19.964690
5800 71.755082 19.966459
5850 71.958503 19.968483
5900 72.161805 19.970745
5950 72.365346 19.972883
6000 72.569209 19.974726
6050 72.773067 19.976723
6100 72.976738 19.979050
6150 73.180488 19.981357
6200 73.384566 19.983452
6250 73.588810 19.985475
6300 73.792906 19.987723
6350 73.996886 19.990194
6400 74.201087 19.992556
6450 74.405590 19.994644
6500 74.610114 19.996876
6550 74.814452 19.999366
6600 75.018778 20.001893
6650 75.223384 20.004299
6700 75.428214 20.006481
6750 75.632975 20.008881
6800 75.837569 20.011552
6850 76.042171 20.014147
6900 76.246610 20.016542
6950 76.450044 20.018831
7000 76.652168 20.021386
7050 76.853370 20.024185
7100 77.054584 20.026883
7150 77.256675 20.029344
7200 77.459413 20.031886
7250 77.662421 20.034658
7300 77.865564 20.037484
7350 78.069103 20.040263
7400 78.273044 20.042800
7450 78.477137 20.045396
7500 78.681267 20.048297
7550 78.885418 20.051222
7600 79.089859 20.054040
7650 79.294588 20.056682
7700 79.499367 20.059373
7750 79.704114 20.062337
7800 79.908908 20.065372
7850 80.113907 20.068248
7900 80.319138 20.070967
7950 80.524413 20.073781
